Q9UKT9 ENST00000346872
Q9BYT8 ENST00000380985
Q9BYT9 ENST00000256737
Q6P280 ENST00000591340
O43513 ENST00000420343
P16930 ENST00000561421
O43516 ENST00000272746
Q71SY5 ENST00000312865
O43521 ENST00000393256
O43520 ENST00000536015
P16949 ENST00000426559
O43526 ENST00000359125
Q32MZ4 ENST00000392000
O43525 ENST00000388996
O43524 ENST00000406360
O43529 ENST00000409701
Q6P1W5 ENST00000488417
Q8NAC3 ENST00000295981
Q9BYZ6 ENST00000251822
Q9BYZ8 ENST00000354219
Q9BYZ2 ENST00000307144
Q8NAB2 ENST00000526793
O43504 ENST00000256644
O43502 ENST00000337432
Q9UPM9 ENST00000261499
O43508 ENST00000557233
Q9UPM8 ENST00000261842
Q9UPM6 ENST00000394319
O43505 ENST00000311181
P28907 ENST00000226279
P28908 ENST00000413146
P28906 ENST00000310833
Q8NAA4 ENST00000321297
Q6P1J9 ENST00000367435
Q6P1J6 ENST00000327757
Q8NA82 ENST00000311269
Q8NA70 ENST00000329357
Q6P1K8 ENST00000380729
Q8NA72 ENST00000428202
Q8NA77 ENST00000333437
Q8NA75 ENST00000319675
Q9BYN8 ENST00000380325
Q9BYN7 ENST00000375200
Q9UPG8 ENST00000246229
Q9BYN0 ENST00000381962
Q6P1K1 ENST00000442218
Q6P1K2 ENST00000567140
A5PLN9 ENST00000438419
Q8NA61 ENST00000310521
Q5XPI4 ENST00000327697
Q8NA69 ENST00000361664
Q0VGL1 ENST00000341942
Q9BYM8 ENST00000356286
Q8NA56 ENST00000325106
Q8NA54 ENST00000466202
Q9UPI3 ENST00000238667
Q8NA57 ENST00000298699
Q8NA58 ENST00000392167
A5PLL7 ENST00000371652
P52597 ENST00000443950
Q32MQ0 ENST00000269394
Q9BYT3 ENST00000447869
P52594 ENST00000310078
Q6P1N9 ENST00000276692
Q9BYT1 ENST00000370351
P63244 ENST00000512805
P63241 ENST00000336452
Q6P1N0 ENST00000318003
Q9BYS8 ENST00000296144
A5PLK6 ENST00000294854
Q9BYS1 ENST00000361883
P63252 ENST00000243457
Q9BYR6 ENST00000391586
Q9BYR5 ENST00000377726
Q9BYR3 ENST00000390661
Q9BYR9 ENST00000572903
Q9BYR8 ENST00000391588
Q9BYR7 ENST00000575409
Q6P1L8 ENST00000372014
Q9BYR2 ENST00000343246
Q6P1L6 ENST00000278772
Q9BYR0 ENST00000391417
P63267 ENST00000345517
P63261 ENST00000331925
Q9BYQ4 ENST00000572513
Q6P1L5 ENST00000392238
P0CE72 ENST00000416608
Q9BYQ3 ENST00000411528
Q9BZ23 ENST00000316562
P0CE71 ENST00000257627
Q9BYQ2 ENST00000570861
Q9BZ29 ENST00000339416
Q9BYQ6 ENST00000573418
Q8NA92 ENST00000292894
Q6P1M9 ENST00000536530
Q9BYQ0 ENST00000254072
Q9UPE1 ENST00000598944
Q4L235 ENST00000205214
P63279 ENST00000403747
P63272 ENST00000580947
C9J798 ENST00000465829
Q6P1M3 ENST00000392550
Q9BZ11 ENST00000356518
Q9BYP8 ENST00000334202
Q9BYP7 ENST00000594373
Q6P1M0 ENST00000300456
Q71RC2 ENST00000429001
P49146 ENST00000329476
P51460 ENST00000379695
P52790 ENST00000292432
Q71RC9 ENST00000375215
P0CG08 ENST00000314163
P52799 ENST00000245323
P50135 ENST00000410115
P52797 ENST00000368408
P52798 ENST00000427683
P0CG04 ENST00000532223
P13196 ENST00000469224
P49137 ENST00000579635
P0CG13 ENST00000398235
P25189 ENST00000360451
P0CG12 ENST00000306585
Q6P0A1 ENST00000356737
Q6PRD7 ENST00000567119
P50148 ENST00000286548
Q9BXD5 ENST00000258317
P38484 ENST00000576463
Q5TC63 ENST00000375431
P01189 ENST00000264708
P50150 ENST00000366598
P50151 ENST00000374293
Q9BXC9 ENST00000245157
Q9BXC0 ENST00000436083
P49116 ENST00000323373
P62136 ENST00000312989
A0PK11 ENST00000511148
Q9BXB5 ENST00000396556
Q9BXB4 ENST00000296220
P62140 ENST00000358506
Q9BXB1 ENST00000379214
A0PK05 ENST00000389583
A0PK00 ENST00000449592
P0CG47 ENST00000302182
Q71RG4 ENST00000587989
P49184 ENST00000393638
P49189 ENST00000354775
P0CG41 ENST00000487179
P52757 ENST00000222792
P52758 ENST00000254878
P52756 ENST00000347869
P0CG48 ENST00000339647
Q9BXI6 ENST00000403477
Q9BXI3 ENST00000235628
Q9BXI9 ENST00000337843
Q9UNW1 ENST00000371996
Q9BXI2 ENST00000239451
Q9UNW9 ENST00000263257
Q12756 ENST00000498729
P37198 ENST00000596217
Q9BXH1 ENST00000439096
Q9UNX4 ENST00000349139
Q9UNX3 ENST00000521476
P0CG21 ENST00000540585
Q12767 ENST00000314256
Q12768 ENST00000318410
P0CG20 ENST00000409413
Q12765 ENST00000434476
Q12766 ENST00000502717
P51449 ENST00000318247
Q12769 ENST00000378460
P0CG29 ENST00000215780
Q9BXG8 ENST00000296739
Q12770 ENST00000265565
Q9UNY5 ENST00000250076
Q9UNY4 ENST00000369466
Q5TC79 ENST00000367701
Q12774 ENST00000056217
P51452 ENST00000226004
P50120 ENST00000232217
P51451 ENST00000259089
Q12772 ENST00000361204
P0CG32 ENST00000537356
Q12778 ENST00000379561
Q5TC84 ENST00000370435
P0CG30 ENST00000290765
Q5TC82 ENST00000367696
Q9BXF9 ENST00000338696
Q6KC79 ENST00000282516
P52788 ENST00000404933
P0CG39 ENST00000409602
P52789 ENST00000290573
P0CG38 ENST00000451531
P0CG37 ENST00000259216
Q9BXF3 ENST00000262608
Q6H9L7 ENST00000342219
P37173 ENST00000359013
Q9BXF6 ENST00000258098
Q9UNZ2 ENST00000476071
Q9UNZ5 ENST00000588234
P02452 ENST00000225964
P38405 ENST00000334049
Q00796 ENST00000267814
A8MT65 ENST00000537226
P01116 ENST00000256078
Q9UNS1 ENST00000553532
P01112 ENST00000451590
P01111 ENST00000369535
P25101 ENST00000324300
A0PJE2 ENST00000444610
Q9UNS2 ENST00000268717
P25100 ENST00000379453
Q6ZNW5 ENST00000558017
Q6P087 ENST00000383820
P01106 ENST00000377970
Q9UNT1 ENST00000395593
P01100 ENST00000303562
P14416 ENST00000355319
P52737 ENST00000343979
Q0VF96 ENST00000281282
P52738 ENST00000355557
P52735 ENST00000371850
P14415 ENST00000250111
P52736 ENST00000316358
P52732 ENST00000260731
Q6P050 ENST00000360587
P52739 ENST00000399534
P01138 ENST00000369512
P01137 ENST00000221930
P01135 ENST00000607808
P01133 ENST00000265171
P02462 ENST00000375820
P52741 ENST00000396161
Q9UNU6 ENST00000316161
P02461 ENST00000304636
P01130 ENST00000558518
A8MT69 ENST00000392359
P52746 ENST00000449707
P52747 ENST00000396602
P52744 ENST00000440155
P52742 ENST00000401053
A8MT70 ENST00000455345
Q00765 ENST00000379638
P02458 ENST00000380518
P01127 ENST00000331163
O43593 ENST00000381418
O43592 ENST00000332707
Q9UNN4 ENST00000403751
O43598 ENST00000230431
P01160 ENST00000376480
O43597 ENST00000540649
Q9UNN8 ENST00000216968
Q9BXA6 ENST00000587522
Q9BXA5 ENST00000362032
Q9UNN5 ENST00000371778
Q9BXA9 ENST00000537592
Q9BXA7 ENST00000390666
P02489 ENST00000291554
Q5TC12 ENST00000371937
P40763 ENST00000264657
P37108 ENST00000267884
P38435 ENST00000233838
P13164 ENST00000328221
P01148 ENST00000276414
P27797 ENST00000316448
P26441 ENST00000361987
P26440 ENST00000249760
O43572 ENST00000225737
P01185 ENST00000380293
O43570 ENST00000178638
Q5MNZ9 ENST00000262139
Q5MNZ6 ENST00000392325
Q9UNP4 ENST00000377332
Q9UNP9 ENST00000372830
P38432 ENST00000240316
P25106 ENST00000272928
P26439 ENST00000543831
P25103 ENST00000305249
P01178 ENST00000217386
P25105 ENST00000373857
O43583 ENST00000280557
Q9UNQ2 ENST00000199320
O43581 ENST00000540677
Q9UNQ0 ENST00000237612
O43586 ENST00000558012
P39748 ENST00000305885
P52701 ENST00000234420
Q00722 ENST00000260402
P26447 ENST00000368714
P25116 ENST00000319211
Q9BY71 ENST00000291592
O43670 ENST00000394670
Q9BY77 ENST00000252115
O43676 ENST00000433898
Q9BY76 ENST00000301455
O43674 ENST00000259037
O43679 ENST00000304523
O43678 ENST00000252102
Q9BXU9 ENST00000412588
Q9BXU8 ENST00000359202
Q9BY67 ENST00000331581
Q9BXU7 ENST00000370832
Q71RS6 ENST00000341459
O43683 ENST00000302759
Q9BXU2 ENST00000302917
Q9BXU1 ENST00000355870
Q9BXU0 ENST00000530752
O43681 ENST00000357332
O43680 ENST00000237316
O43687 ENST00000474850
Q9BY66 ENST00000541639
O43684 ENST00000368865
Q9BXU3 ENST00000413579
O43688 ENST00000327790
Q9BXT8 ENST00000255324
Q6P0Q8 ENST00000361297
Q9BXT6 ENST00000545383
Q6S9Z5 ENST00000296600
Q9BY50 ENST00000587834
Q9BXT5 ENST00000256246
O43653 ENST00000301258
Q9BXT4 ENST00000251864
O43657 ENST00000373020
Q6P0N0 ENST00000310806
Q9BXS6 ENST00000559596
Q9BXS5 ENST00000444449
Q9BY49 ENST00000265322
Q9BXS9 ENST00000395550
Q9BXS0 ENST00000399132
O43660 ENST00000499023
Q32M78 ENST00000591998
O43665 ENST00000369103
Q9BXS4 ENST00000234831
Q9BY44 ENST00000460851
Q9BY43 ENST00000347519
Q9BY42 ENST00000023939
O43663 ENST00000394249
Q9BY41 ENST00000600470
Q9BXS1 ENST00000277517
Q9BXR6 ENST00000256785
Q9BXR5 ENST00000508334
P98077 ENST00000264554
Q32M88 ENST00000409548
Q32M84 ENST00000368994
O43633 ENST00000312547
O43639 ENST00000393349
O43638 ENST00000375978
P27708 ENST00000264705
A0PJZ3 ENST00000389617
P27707 ENST00000286648
B2RNN3 ENST00000382137
Q4L180 ENST00000354552
P98082 ENST00000320816
P27701 ENST00000227155
Q6E0U4 ENST00000339686
Q6P158 ENST00000295373
Q6ZP65 ENST00000397558
Q9BXY4 ENST00000368317
Q09161 ENST00000375147
Q9BXY8 ENST00000536889
P14406 ENST00000230459
P15735 ENST00000563588
Q9BXY0 ENST00000360128
A0PJY2 ENST00000442488
Q6P161 ENST00000330133
P98095 ENST00000404922
Q9BXX3 ENST00000361713
Q9BXX2 ENST00000358984
O43610 ENST00000302805
O43613 ENST00000403528
O43612 ENST00000293330
Q9BXX0 ENST00000254528
O43617 ENST00000373166
O43615 ENST00000270538
Q5TCH4 ENST00000371891
Q6ZP29 ENST00000375153
Q9BXW9 ENST00000287647
Q9BY89 ENST00000358431
Q9BXW4 ENST00000357246
P98066 ENST00000243347
Q9BY84 ENST00000228862
Q9BXW7 ENST00000336737
Q9BXW6 ENST00000319481
O43623 ENST00000396822
Q9BXV9 ENST00000306954
Q9BY78 ENST00000311413
P98073 ENST00000284885
Q12789 ENST00000356183
Q12788 ENST00000568546
P62081 ENST00000304921
Q9BXM9 ENST00000481272
P62079 ENST00000305798
Q9BXM7 ENST00000321556
Q9BXM0 ENST00000324001
Q12792 ENST00000325127
Q12791 ENST00000286628
Q12796 ENST00000336032
Q12797 ENST00000379454
Q12794 ENST00000266031
Q12798 ENST00000327228
Q12799 ENST00000366827
O43603 ENST00000329003
O43602 ENST00000338081
Q9BXL8 ENST00000392590
Q9BXL7 ENST00000396946
O43609 ENST00000339241
Q9BXL6 ENST00000344227
Q9BXL5 ENST00000259456
Q460N5 ENST00000474629
Q460N3 ENST00000310366
A0PJX4 ENST00000319234
Q9BXK5 ENST00000317582
A0PJX0 ENST00000288861
P0DI81 ENST00000458511
P0DI82 ENST00000543226
A0PJX2 ENST00000602922
Q9BXK1 ENST00000541015
Q6R6M4 ENST00000333796
Q9BXJ7 ENST00000299155
Q9BXJ5 ENST00000393975
Q9BXJ4 ENST00000382065
Q9BXJ9 ENST00000296543
A0PJW6 ENST00000307366
Q9BXJ3 ENST00000302514
Q9BXJ2 ENST00000295297
A0PJW8 ENST00000309950
Q9BXJ1 ENST00000583904
Q9BXJ0 ENST00000445041
Q9BY32 ENST00000380113
P50053 ENST00000260598
P50052 ENST00000371906
Q9BXR0 ENST00000250237
Q499Z3 ENST00000302946
Q499Z4 ENST00000306562
Q9BXQ6 ENST00000331437
Q9BY27 ENST00000248879
P51397 ENST00000230895
P51398 ENST00000368336
Q9BY21 ENST00000260843
A2A288 ENST00000389942
Q9BXP5 ENST00000347433
Q9BY14 ENST00000253435
Q9BY12 ENST00000324767
Q9BXP2 ENST00000354161
Q9BXP8 ENST00000367662
Q9BY11 ENST00000538621
P08F94 ENST00000371117
A7XYQ1 ENST00000317357
Q9BY08 ENST00000242827
Q9BY07 ENST00000377634
P62070 ENST00000572894
P62072 ENST00000525158
P62068 ENST00000441222
Q0VG06 ENST00000327787
Q9BXN2 ENST00000304084
Q9BXN6 ENST00000597815
Q9UMX9 ENST00000296589
Q96TA2 ENST00000326799
Q96TA1 ENST00000373312
Q5TB30 ENST00000456315
Q9BWC9 ENST00000588740
P52434 ENST00000456318
P52435 ENST00000292614
P15498 ENST00000602142
Q9UMY4 ENST00000374274
Q9UMY1 ENST00000451315
P27469 ENST00000367029
P28799 ENST00000053867
P27487 ENST00000360534
Q9NZG7 ENST00000305108
P27482 ENST00000315238
A2A368 ENST00000399985
P53778 ENST00000215659
P53779 ENST00000359221
P51114 ENST00000357559
P38117 ENST00000354232
P51116 ENST00000250113
P14174 ENST00000215754
Q9UMZ3 ENST00000266688
Q9UMZ2 ENST00000339208
Q9NZH0 ENST00000535671
Q9NZH5 ENST00000504686
Q9NZH6 ENST00000263326
P51124 ENST00000264553
Q9NZH7 ENST00000259213
Q9NZH8 ENST00000259205
Q13936 ENST00000347598
P14138 ENST00000371028
P14136 ENST00000586793
Q13939 ENST00000335119
Q6ZMZ0 ENST00000373456
P40429 ENST00000391857
A8MTQ0 ENST00000398468
P27449 ENST00000330398
P40426 ENST00000373489
P63104 ENST00000395956
P40425 ENST00000420432
Q9NZI2 ENST00000434108
P40424 ENST00000420696
P27448 ENST00000429436
Q5TAP6 ENST00000521776
Q9NZI5 ENST00000324907
Q9NZI6 ENST00000263707
Q9NZI7 ENST00000283629
P53794 ENST00000381151
Q9NZI8 ENST00000290341
Q13948 ENST00000562243
Q13946 ENST00000401827
Q5TAQ9 ENST00000368074
P14151 ENST00000236147
Q3B8N2 ENST00000423676
Q9NZJ0 ENST00000366991
Q9NZJ4 ENST00000382292
P41743 ENST00000295797
Q9NZJ5 ENST00000303236
Q13952 ENST00000308733
Q13951 ENST00000412916
Q13950 ENST00000465038
Q9NZB2 ENST00000333936
Q13956 ENST00000266395
Q6KB66 ENST00000394815
Q9NZB8 ENST00000340692
Q9BWG4 ENST00000270061
Q6ZNA1 ENST00000322146
Q6ZNA4 ENST00000434298
Q9BWG6 ENST00000368905
Q5TB80 ENST00000403245
Q9UN67 ENST00000239446
Q9UN66 ENST00000239444
Q9NZC2 ENST00000373113
Q9NZC3 ENST00000353258
Q9NZC4 ENST00000531794
P26196 ENST00000526070
Q9NZC7 ENST00000566780
Q9NZC9 ENST00000358207
P38159 ENST00000320676
Q9BWF3 ENST00000503028
Q9BWF2 ENST00000331456
Q4VNC1 ENST00000342695
Q6ZNB7 ENST00000342526
Q6ZNB6 ENST00000381538
Q9UN71 ENST00000519479
Q9UN70 ENST00000308177
Q9UN75 ENST00000398631
Q9UN74 ENST00000530339
Q9UN73 ENST00000529310
Q9UN72 ENST00000525929
O43298 ENST00000449886
Q9UN79 ENST00000367204
Q9NZD1 ENST00000228887
Q9NZD2 ENST00000318348
Q13972 ENST00000394745
O43296 ENST00000263095
O43295 ENST00000383836
Q9NZD4 ENST00000302312
Q13976 ENST00000373980
O43299 ENST00000348624
Q9NZD8 ENST00000204566
Q96TC7 ENST00000338376
Q9BWE0 ENST00000444957
Q9UN86 ENST00000359707
Q9UMW8 ENST00000215794
Q9UN88 ENST00000370306
Q9NZE8 ENST00000337109
P52429 ENST00000284061
Q6S8J3 ENST00000356920
Q9BWD1 ENST00000367048
Q9BWD3 ENST00000370775
Q9UMX3 ENST00000318407
Q9UMX2 ENST00000321531
Q9UMX1 ENST00000369902
Q9UMX0 ENST00000376395
Q9UMX6 ENST00000230361
Q9UMX5 ENST00000366988
Q9NZF1 ENST00000505406
Q6ZN57 ENST00000361362
Q6ZN55 ENST00000222339
Q6ZN54 ENST00000268676
O43278 ENST00000344051
P15408 ENST00000264716
P15407 ENST00000312562
Q09019 ENST00000270223
Q9UN19 ENST00000512369
Q96T92 ENST00000307169
Q96T91 ENST00000533257
Q6ZMT1 ENST00000333461
Q09013 ENST00000343373
Q96T83 ENST00000328306
Q96SW2 ENST00000231948
P28715 ENST00000355739
O43283 ENST00000265026
O43281 ENST00000216733
O43280 ENST00000264029
Q9UMQ3 ENST00000281437
O43286 ENST00000371711
Q6ZN66 ENST00000370456
Q6ZMU5 ENST00000322122
Q9UMQ6 ENST00000398776
Q96T76 ENST00000370782
Q96T75 ENST00000357704
Q01995 ENST00000525531
O43290 ENST00000312397
O43294 ENST00000394863
Q9UN30 ENST00000380041
O43293 ENST00000545797
O43292 ENST00000355091
O43291 ENST00000301244
Q9UMR5 ENST00000375143
Q6ZMR5 ENST00000334830
P04731 ENST00000290705
P04732 ENST00000330439
Q6ZMR3 ENST00000396213
Q9UMR3 ENST00000408931
O43252 ENST00000265174
O43251 ENST00000438146
Q6ZN32 ENST00000454449
Q9UMR2 ENST00000288071
P04733 ENST00000334350
Q4KMZ1 ENST00000537469
O43257 ENST00000305105
Q9UN37 ENST00000254950
O43255 ENST00000312960
Q9UN36 ENST00000397851
P53701 ENST00000380762
Q6ZN30 ENST00000380672
Q9BVX2 ENST00000429772
Q9BW92 ENST00000369064
Q9BW91 ENST00000302174
Q00653 ENST00000369966
Q96SU4 ENST00000447887
A8MTY0 ENST00000418100
Q96T66 ENST00000296202
Q96T60 ENST00000596014
P53708 ENST00000378076
A8MTY7 ENST00000391354
Q9UN42 ENST00000218008
O43261 ENST00000378180
Q96T68 ENST00000317257
Q9UMS0 ENST00000410022
Q9UMS6 ENST00000307142
P02100 ENST00000380237
Q9BVW6 ENST00000400419
Q9BVW5 ENST00000261881
Q9BW85 ENST00000262962
Q9UMS5 ENST00000369604
O43264 ENST00000200135
Q9UMS4 ENST00000227524
Q6ZMS4 ENST00000436261
Q6ZN44 ENST00000329542
Q9BW83 ENST00000433985
Q9NZA1 ENST00000185206
P04745 ENST00000370083
P04746 ENST00000414303
Q6ZMS7 ENST00000378052
Q96T54 ENST00000373231
Q01974 ENST00000375708
Q96ST3 ENST00000394949
Q96T55 ENST00000425054
Q01970 ENST00000279230
Q96T52 ENST00000331762
Q96ST2 ENST00000295321
Q01973 ENST00000371079
Q96T51 ENST00000319449
Q96ST8 ENST00000305768
Q96T58 ENST00000375759
O43272 ENST00000357068
P28702 ENST00000443603
Q96T59 ENST00000420162
P04798 ENST00000379727
O43236 ENST00000457347
H3BUK9 ENST00000454856
Q9NYY1 ENST00000367098
O43237 ENST00000258198
Q9NYY3 ENST00000274289
Q9NYY8 ENST00000402774
Q01968 ENST00000371113
P41732 ENST00000378482
O43242 ENST00000264639
O43240 ENST00000309958
Q6ZMY9 ENST00000359971
A6QL63 ENST00000280758
O43247 ENST00000405091
Q6ZMY3 ENST00000360482
Q9NYZ1 ENST00000307767
Q9NYZ2 ENST00000519973
O43248 ENST00000546378
Q9NYZ3 ENST00000454366
Q9NYZ4 ENST00000321424
Q6ZMY6 ENST00000355868
A8MTZ0 ENST00000454061
Q01954 ENST00000345382
Q01955 ENST00000396578
Q96SZ6 ENST00000357886
Q8WZA9 ENST00000422989
Q96SZ5 ENST00000373783
Q01959 ENST00000270349
Q6ZMV9 ENST00000287152
P15428 ENST00000296522
Q96SZ4 ENST00000252463
Q9UMN6 ENST00000222270
Q8WZA1 ENST00000371984
Q8WZA2 ENST00000397081
Q8WZA0 ENST00000400903
Q00613 ENST00000570268
Q00610 ENST00000269122
P02144 ENST00000397326
Q13901 ENST00000409302
Q13905 ENST00000372190
Q96SY0 ENST00000313182
Q13907 ENST00000381344
Q6ZMW3 ENST00000356458
Q6DN90 ENST00000273221
P28749 ENST00000373664
Q00604 ENST00000378062
P04792 ENST00000248553
Q9BX51 ENST00000335694
Q9BWT1 ENST00000306721
Q9BWT6 ENST00000240488
O43313 ENST00000299575
O43312 ENST00000518547
O43310 ENST00000382998
Q9BWT3 ENST00000238714
O43316 ENST00000341640
O43315 ENST00000536493
O43314 ENST00000570566
Q5TBC7 ENST00000393316
O43318 ENST00000369329
Q9NZW5 ENST00000396475
Q9BWS9 ENST00000454838
Q6ZNM6 ENST00000357147
Q9BX46 ENST00000379052
Q9BX40 ENST00000253001
Q2QL34 ENST00000396385
O43324 ENST00000379715
Q9UNK0 ENST00000306357
O43323 ENST00000266991
Q9UNK4 ENST00000375105
O43325 ENST00000569023
Q9UNK9 ENST00000251089
Q5TBA9 ENST00000380250
Q9UNL2 ENST00000265044
Q9UNL4 ENST00000396807
O94804 ENST00000176763
Q9BX26 ENST00000357552
Q9BWQ6 ENST00000253031
O94805 ENST00000160382
O94808 ENST00000253778
O94806 ENST00000234179
Q9BWQ8 ENST00000320634
O94811 ENST00000360578
O94812 ENST00000324385
O43301 ENST00000369209
O43300 ENST00000274711
O94810 ENST00000397770
O43306 ENST00000307885
Q9UNM6 ENST00000431206
O43304 ENST00000251170
O43303 ENST00000381396
Q5TBB1 ENST00000336617
Q9NZZ3 ENST00000223500
O43309 ENST00000361028
O43307 ENST00000253401
Q6ZNL6 ENST00000285046
O94813 ENST00000504154
O94817 ENST00000509910
Q9BWP8 ENST00000418971
O94818 ENST00000261592
Q9BWX5 ENST00000252997
Q9BX95 ENST00000247225
Q9BX93 ENST00000373032
O94822 ENST00000389194
O94823 ENST00000327245
Q9BX97 ENST00000252590
P63092 ENST00000354359
Q9UNF0 ENST00000263246
Q3LXA3 ENST00000394900
Q6ZNR0 ENST00000392002
Q9BWX1 ENST00000327906
Q9UNF1 ENST00000396224
Q9NZS2 ENST00000279544
O94826 ENST00000284320
O94827 ENST00000537245
Q9NZS9 ENST00000261658
O94829 ENST00000372343
Q9BX84 ENST00000360774
Q9BWW4 ENST00000371320
O94830 ENST00000520272
Q9BX82 ENST00000308031
Q9BWW9 ENST00000249044
Q9BWW8 ENST00000409652
O94832 ENST00000318217
Q9UNG2 ENST00000404377
Q9NZT1 ENST00000380332
A8MTA8 ENST00000399742
Q9NZT2 ENST00000290291
P63096 ENST00000351004
P63098 ENST00000234310
Q9BX79 ENST00000563965
Q6P047 ENST00000304519
Q9BX74 ENST00000294613
Q9BX73 ENST00000456397
Q9BWV3 ENST00000251108
Q9BWV1 ENST00000273395
O94844 ENST00000337910
Q9BWV7 ENST00000515138
O94842 ENST00000405508
Q5TBE3 ENST00000376001
Q9UNH6 ENST00000306121
Q9BX70 ENST00000255608
Q9UNH5 ENST00000361544
Q9NZU0 ENST00000341420
Q9NZU1 ENST00000246841
Q9UNH7 ENST00000396526
Q9NZU5 ENST00000157600
Q9NZU7 ENST00000316803
Q9BX69 ENST00000254691
Q9BX68 ENST00000259667
O94851 ENST00000256194
Q9BX63 ENST00000259008
Q9BWU1 ENST00000368911
O94850 ENST00000421952
Q9BWU0 ENST00000326019
O94855 ENST00000379735
Q9BX67 ENST00000529443
Q9BX66 ENST00000607232
O94856 ENST00000401399
O94854 ENST00000530275
Q9UNI1 ENST00000293636
Q09028 ENST00000373493
Q9UNI6 ENST00000367943
Q9NZV1 ENST00000574904
Q9NZV5 ENST00000361547
Q9NZV6 ENST00000361871
Q9NZV7 ENST00000391708
Q00688 ENST00000216330
Q9NZV8 ENST00000331113
Q9BX59 ENST00000266556
Q9BWT7 ENST00000251973
O94864 ENST00000337768
A1KXE4 ENST00000389915
Q6ZNE5 ENST00000247178
Q6ZNE9 ENST00000344321
O94868 ENST00000409418
Q9BWK5 ENST00000393114
O94874 ENST00000369278
O94875 ENST00000355634
Q6H8Q1 ENST00000447017
O94876 ENST00000393238
Q9BWJ5 ENST00000367569
P40394 ENST00000476959
Q6ZNF0 ENST00000331256
Q9NZP8 ENST00000266542
O94885 ENST00000367467
O94888 ENST00000296328
O94889 ENST00000232766
Q5TAX3 ENST00000257177
O94886 ENST00000366835
O94887 ENST00000264042
O94880 ENST00000403050
Q6ZNC4 ENST00000327835
Q9NZQ0 ENST00000264711
Q9UND3 ENST00000328085
Q6ZNC8 ENST00000324607
Q9NZQ3 ENST00000341520
Q9NZQ7 ENST00000381577
Q9NZQ8 ENST00000452833
Q9NZQ9 ENST00000295314
O94898 ENST00000361127
Q9UNE2 ENST00000331302
O94892 ENST00000221315
Q9UNE0 ENST00000258443
Q9BWH6 ENST00000304330
Q9UNE7 ENST00000219548
Q9NZR1 ENST00000249700
Q6VB84 ENST00000577592
Q9NZR2 ENST00000389484
Q9NZR4 ENST00000376709
Q9BWH2 ENST00000369498
Q9NZJ6 ENST00000254759
Q9NZJ7 ENST00000373627
Q9NZJ9 ENST00000337179
A8MTJ3 ENST00000398291
P53680 ENST00000263270
Q9BX10 ENST00000307126
A2A2Y4 ENST00000304195
P63000 ENST00000356142
Q9NZK5 ENST00000399839
Q9NZK7 ENST00000375116
P63010 ENST00000589344
Q6ZNJ1 ENST00000450053
Q9BWN1 ENST00000300835
Q9NZL3 ENST00000336976
Q9NZL4 ENST00000255631
Q9NZL6 ENST00000304685
Q9NZL9 ENST00000321757
A2A2V5 ENST00000315190
Q6ZNG9 ENST00000331336
Q9NZM1 ENST00000359263
Q6ZNG1 ENST00000338230
Q6ZNG0 ENST00000314529
Q9NZM3 ENST00000355123
Q9NZM4 ENST00000396720
P63027 ENST00000316509
Q9BWM7 ENST00000224807
Q9NZM5 ENST00000246802
Q9NZM6 ENST00000508883
Q9BWM5 ENST00000196489
Q9UNA3 ENST00000236709
Q9UNA1 ENST00000274498
Q9UNA0 ENST00000284987
Q9NZN1 ENST00000378993
Q9UNA4 ENST00000579534
Q9NZN3 ENST00000322054
Q9NZN4 ENST00000263277
Q9NZN5 ENST00000397843
Q6ZNH5 ENST00000425453
Q9NZN8 ENST00000418359
Q9BWL3 ENST00000368521
Q9NZN9 ENST00000381129
Q9ULV8 ENST00000270279
A8MUP2 ENST00000532971
Q9NYD6 ENST00000303460
Q9BVA6 ENST00000552695
Q6WCQ1 ENST00000395811
Q9BVA0 ENST00000379661
H3BU77 ENST00000532798
Q9BVA1 ENST00000259818
Q9ULW3 ENST00000274849
P63208 ENST00000517625
Q9UM82 ENST00000422556
Q9ULW2 ENST00000229030
Q9ULW0 ENST00000300403
Q9ULW6 ENST00000373517
Q01804 ENST00000454497
Q9ULW5 ENST00000210187
P52564 ENST00000590474
P52565 ENST00000580685
Q9ULW8 ENST00000375460
P52569 ENST00000004531
P52566 ENST00000541644
P63211 ENST00000429473
P63218 ENST00000370645
Q67FW5 ENST00000320865
Q3B7J2 ENST00000268797
Q9ULX3 ENST00000268802
Q86YF9 ENST00000347108
Q9ULX7 ENST00000369111
P63215 ENST00000294117
Q9NYF0 ENST00000335867
Q9ULX6 ENST00000397410
Q9NYF3 ENST00000239906
Q9NYF5 ENST00000033079
Q9ULX9 ENST00000538320
Q13813 ENST00000372739
Q9NYF8 ENST00000531224
P63220 ENST00000343986
Q9ULY5 ENST00000299663
Q86YE8 ENST00000339503
Q9NYG2 ENST00000296127
Q9NYG5 ENST00000357385
Q6RVD6 ENST00000328504
Q9NYG8 ENST00000539216
Q13823 ENST00000373062
Q13822 ENST00000259486
Q8WYB5 ENST00000287239
Q13825 ENST00000375731
Q13829 ENST00000226225
Q86YD1 ENST00000391842
Q9ULZ2 ENST00000396225
Q9ULZ1 ENST00000307484
Q9ULZ0 ENST00000567724
Q86YD7 ENST00000538603
Q9ULZ3 ENST00000247470
Q86YD5 ENST00000315571
